chem_name,tox_class,score,n_refs,ref_list,ptx_code
Isoproturon,genotoxicity,2.91,5,"2279779,9804902,19662224,17685461,11723721",
Itraconazole,hepatotoxicity,2.88,33,"11951124,9358104,26291595,20829430,19645709,1662959,7591446,12352887,23956101,37039088,10410179,1357148,12121192,19402457,11881322,1965418,18094720,17283379,36410672,9470329,16777703,26801248,25395192,32239567,31099283,12507161,8933549,15625777,22621152,35960433,8077514,25920496,29601447",PTX176
Ketoconazole,hepatotoxicity,4.55,127,"11332679,36516906,11170509,12785685,20624855,22447115,2799042,12807360,6311129,1662959,15167592,16740975,16504461,18761400,21464197,18350147,4007605,9193882,20950441,17003847,12739759,21070748,2068844,3537785,6277999,1815425,25216238,1814474,32561335,11228175,2881126,1357148,24671957,12904277,9351544,2852693,3442185,28400237,29847931,26886724,32330997,15695022,20803752,7801332,9303518,3796103,6151171,12763371,36795936,18466103,20233841,3373408,25024403,28805726,25612170,17576325,2795405,20829430,27406945,3564069,27422753,10421614,31099283,22931300,15866677,3587297,12238146,11881322,23526600,22258563,25851819,25775613,26718876,27113703,6303886,34750194,12815613,35994611,34798123,9057891,29472378,23686521,21964476,28335386,3214090,1965418,8077514,1576399,30578885,21822469,25379734,23956101,28331311,18541695,3450457,31168027,8520099,20130764,23565644,15027815,9120902,18547382,17933722,21546349,25409549,20843939,23895707,27816466,17283379,7886687,8886607,12131305,22195263,21741958,9713096,12745877,7496865,31332882,36036308,36037622,20553011,26965496,24471573,3101906,20041011,20829630,3586729",PTX175
Lenvatinib,nephrotoxicity,1.57,3,"36457303,35369811,29617171",PTX146
Levonorgestrel,genotoxicity,-0.75,5,"14577831,30504037,11423341,11861049,16061348",PTX136
Levothyroxine,neurotoxicity,-0.45,39,"29404855,27233481,31121238,26247661,30243188,8378931,23831729,23686008,35354077,31216744,14396169,35853081,28065522,16079207,24486531,15941614,10560775,30205345,33508468,26271887,23357603,12649364,36519295,2755421,27413119,18560531,24937384,34460931,28860195,13803642,18573268,23707767,14514954,26300399,36493898,20967578,14694632,21245014,18945337",PTX129
Lidocaine,neurotoxicity,2.45,190,"14992120,3930047,10834772,9249105,18042864,7618722,18088445,11388541,3729019,11159218,16193185,7743565,14524012,27108824,28436683,9915349,21841477,29327607,3243921,20461003,26999361,11167171,11359235,12170057,26268936,27018092,22462169,2064066,8250327,12873946,7416554,8747244,8517109,12151934,12411812,7618726,9580578,1742828,10472226,29976059,25428796,28235576,23091624,14525819,28463790,33166664,6627284,11812691,16135351,22218697,11973100,238556,12552209,28849178,36958570,19574866,2789622,17000797,26455477,28183570,25064827,1139858,5126696,7832306,21530339,9526941,16732099,23851347,17277955,28235527,4428936,10834773,1147383,15651705,24296762,2077986,10781281,6072663,35787582,21212988,10728915,11004054,12198066,12095020,18172555,9005497,29382532,19224820,26360637,14508332,23191933,8140878,9124662,1419445,31308624,10225068,22435957,29141003,1994754,34856331,11591281,26859646,14529015,29704143,12218530,21531935,23011115,30630785,29952644,9495417,23817845,12861314,1119714,22640783,15372390,3986072,15816571,16632328,33156513,1734799,3589923,32604288,16394697,10604276,12677631,22417024,27470366,17065893,791536,12897889,9093649,16897239,14676575,30240660,18420860,28236766,29460967,15505455,19011793,11004039,9773695,23271031,23110842,16037173,15500098,9273900,11799506,7149299,9544797,12818944,15568142,10994828,16952810,17065898,22923636,3758278,3117960,16343853,8887875,16435225,9720326,35283115,32228195,26771269,21857271,20843225,17689565,1443711,8024139,7547073,7492040,7614300,26057879,20038443,10702475,19025545,17093073,7240439,25226014,4428935,20079371,21857277,34193687,12459673,25207682,25051261,33228884,7288820,7277383,21957406",PTX095
Linuron,genotoxicity,3.7,6,"9186570,17123861,15022742,1616310,8480329,7823288",PTX122
Lithium carbonate,nephrotoxicity,5.5,142,"293541,2869450,6440039,23214164,3931601,6129778,17177143,34176305,16846729,3939219,2500494,20032119,8378852,6188437,3917429,9789472,20004292,6461296,19765469,16053226,26760455,31280613,3163362,35219759,6170903,19491803,6663986,7317148,2984452,2362403,25853333,17497898,9365330,5128824,3092290,6542549,3143188,7403662,9243128,22172892,9211804,8605287,3824418,2840627,3148178,2811356,10194544,1209641,6787349,8156505,6160887,2546688,5543557,38026,15640403,21810556,19826134,21716719,22131986,20465721,22004661,16179886,20405516,22069596,21804082,19955665,22525634,18941356,15645616,21753897,20661153,20715707,11605785,16797286,16137385,17262155,17311198,19123934,16097384,18001477,16048594,20886058,21368867,12419699,20953424,16132721,18523527,16646986,16723030,21911794,17309916,22716111,19921152,18266225,11489358,22145079,14530108,20155268,21503209,12742366,18085124,12698179,17939858,16752813,19325780,22577546,22069627,20333702,22747637,12759569,20229151,22408424,18373879,16225695,20625289,21677784,22561334,18796350,15687835,17687453,11922081,19011267,22069658,22096391,21253328,18251038,22550376,23067169,32316877,9787958,30001705,31156052,25189223,28394433,9361923,28057030,31167220,28551197,4716804,34328710,16476458,28739329",PTX139
Mebendazole,hepatotoxicity,3.62,11,"31423600,20553011,3692093,20848085,20843939,23956101,25922167,11963321,1497489,24747151,23692888",PTX093
Metformin hydrochloride,hepatotoxicity,2.28,66,"26945512,25770661,20647417,22152778,19174081,24669954,23704676,34156690,14996697,15366973,25681557,21994861,36812672,10480527,31773717,30334569,11978674,11452755,20465840,20452916,11560198,11467664,29095437,20829430,10520409,11525086,31285421,22355024,34763044,20553011,31907113,31336028,14737024,27765674,16053338,11921434,24770553,28104448,11431595,11735645,11452222,31157422,17299064,17044809,20045581,33481569,27562556,25545158,32886845,29089306,30753869,22679227,18320763,23115467,36278271,20843939,11192132,31911249,23956101,15901052,16610015,15605307,27252117,12016548,11994904,16503324",PTX115
Methacrylamide,neurotoxicity,2.28,2,"7589932,9928675",PTX013
Methimazole,hepatotoxicity,4.57,65,"22511519,20707932,11878166,34644794,20706665,3528517,25384184,25279406,23231846,32223355,21928702,35271661,20553011,31573408,20843295,25789213,15251733,29722569,34788025,28953662,21389085,27042749,10725113,26486479,24847631,24085192,19534646,21234410,2982508,31240859,27561657,21430926,19885811,22892501,23047615,9782070,27506418,21929775,10362270,23256569,17389704,20610609,35144533,4007783,33779553,2523194,25747892,30067105,12467281,31202168,31740989,25545158,15515580,32738035,1832793,20427502,22332800,3629588,30473507,20144635,23756266,22820213,23956101,25156887,20843939",PTX098
Methotrexate hydrate(1:x),neurotoxicity,4.59,468,"20595368,34759146,1734087,1448429,23099805,17315504,12057111,30418592,3179924,10326219,6582805,2983855,12164690,26365289,21785849,2468411,2735964,15571954,15735126,8735346,1793349,20652214,17729157,2580064,2257929,579164,12488408,30698835,8577190,30703509,33567813,6280320,11992760,14561622,16369780,24745349,3493728,2004323,25564269,19302946,14624075,3258630,3458998,27132696,1389541,14510951,25360802,24157308,34235555,35628334,7776773,14872029,25546348,1905441,376128,9553671,15019092,23049924,2785366,19812948,11380234,17522329,2578602,2768785,2402791,21868233,15289838,18191947,24035689,34801161,19307676,15794179,32170867,18835334,23903866,33152700,33274777,27399166,26584335,36070751,577895,19738521,36241238,25831806,28809129,2131034,18618509,35849191,346194,396797,337916,28468529,15167354,15162903,36318866,30452777,33947777,17855192,946593,1498061,18722663,31601292,28165611,28094079,6814249,33491961,16132495,33632938,17301290,1329697,30537919,22228634,15824344,22354719,22143415,17270361,1463588,15545943,31319728,32710710,32813610,2751317,9846341,18782177,15125607,21210832,11953532,31353570,19593137,25364248,2763801,22673947,6147640,2001559,10199460,1985164,28289862,9122123,12078863,3789673,29218692,28455583,32133872,3940623,21649446,35725885,6752689,34201550,26346136,24722885,29146215,32878553,638249,17185743,17124077,32330099,14615443,9256122,25568347,24947495,7532157,19041267,21064136,8625244,35253362,18612759,1827295,34904506,16013960,2552194,35873801,3841220,17947226,19068252,2828071,12707070,19736586,9057179,27934621,27113788,16325979,23934511,6584197,29424258,16167525,5299295,9440749,11772332,9035605,14765387,8165051,25637187,17896079,1583854,16198065,25451676,17594344,22115927,12489505,29990472,582316,11241435,14597744,1606401,15042678,6611387,11070476,1312886,31629723,27773447,15642906,12942571,15929034,33725693,29200113,16175317,4599221,17170721,35354251,21848066,16718360,3469009,16193393,29229230,1381940,9681077,12702522,18831032,33034509,10797527,3047654,11019787,32496457,25814514,6949139,26688235,10881004,17591569,17768625,9740078,20967518,15007149,3418727,2014309,833633,2346334,10233644,19050889,7908599,19594068,22734565,14966832,28130818,2200610,16394890,31385765,35639227,4458721,20523985,16962142,34670884,33191243,12091059,30182170,2585028,35200225,17907593,26507609,840159,14991361,2170754,10963643,19061137,27659182,3465314,21663504,26681571,21459079,34432168,22842379,10653867,23786802,15933817,30672361,14981169,20121554,33465564,6236675,17492932,19340855,36198540,28070609,31020375,9126309,6971702,31120351,2223186,36273167,28655493,31667903,33242855,3833337,36598958,33866741,24488444,1541977,30300241,16166815,17577775,10327035,2728081,8896434,15627024,2304423,284172,17511273,31295228,15569732,21243392,20970380,2653080,821606,9403207,26013534,12814260,2480922,12714818,1961135,8615598,31586225,12860951,2119878,27874212,28353359,9508167,23685932,19821069,36279879,7779724,11929036,36692972,7537364,24101038,396791,16615061,17947720,10072006,12490131,34569761,596922,15019310,11979570,24068485,8874342,34986414,20651019,28376072,21906768,9667255,1382234,19110454,25459253,16216315,16091514,18953065,1060745,11275465,28338384,17658395,15749798,16270111,15863997,8614508,33073670,19006245,26583357,14631624,29315793,29633112,8800732,11244328,11978942,10715299,14515401,8156541,1556049,9586883,7184375,34889354,29999484,29328996,25755211,36354704,2208105,31876782,15747120,8656680,17971588,1613540,18612932,24931518,1721086,21449677,24987945,17209054,6199470,4859597,19031955,34331673,6385604,15753437,6807542,16891866,4517004,17008697,30502384,34524547,20347613,18337442,15901003,24550419,24345882,1705861,2242171,19328212,3152952,29222306,11344503,18924160,29492682,30543581,16562778,7910141,2066764,7874568,8697399,21699468,9738568,1324459,1569453,36614208,10434724,15153718,32362603,12915598,8636767,22013168,30206159,7943613,31929386,33762182,32522593,8689347,18772215,27668914,7871226,7011005,11354696,20670084,21968551,19499584,16411025,32420657,11800653,24742799,2980515,21737571,23612378",
Methyleugenol,genotoxicity,5.62,27,"1427504,11006409,23334163,32283503,15635687,23074021,6808388,36367523,22188410,32065101,22302122,21659616,17691916,27154494,21642616,36446765,19657200,15914212,28818686,35690182,8792836,32234424,8155828,22084566,20113858,26542539,21087650",
Methylparaben,genotoxicity,2.57,8,"30572011,28315385,33866511,19399250,21637432,22118339,19101832,15833376",PTX158
Metyrapone,hepatotoxicity,2.74,16,"8786558,1683550,9865476,6487356,25863214,20829630,3420612,36036308,11672698,21546349,16162970,7801330,3520960,3432735,3187193,8792316",PTX128
Mifepristone,neurotoxicity,0.56,13,"19602844,20160127,26631585,21076961,23280249,22237944,11743984,22850435,22500955,27052459,22048647,29092095,18828802",PTX137
Mirtazapine,cardiotoxicity,1.96,7,"26314213,21767684,10446734,21072273,8930008,18785947,35066094",
Myclobutanil,hepatotoxicity,7.47,3,"26946349,32194361,16730040",PTX230
"N,N'-Bis(2-chloroethyl)-N-nitrosourea",neurotoxicity,2.57,37,"17026822,6347995,3531110,4047254,17134114,21571509,16463065,25546348,19618863,6544119,14615443,3958776,16146534,1870683,22115856,3762962,7698429,21744474,8509816,8787853,6385604,2941964,15804144,18310533,11380234,3940623,10100699,15935206,22654527,19430564,17125495,7042087,18723297,396791,6354414,11990514,21600974",
"N,N'-Methylenebisacrylamide",neurotoxicity,3.18,5,"8492122,7823331,3441322,9928675,7589932",PTX009
"N,N-Dimethylacetamide",hepatotoxicity,4.4,2,"27003174,11684362",PTX059
"N,N-Dimethylformamide",hepatotoxicity,4.02,46,"8863052,9819509,9878585,20849330,6623507,6752494,31501917,22953193,20553011,26387567,8984823,29984871,7336434,30576622,17254560,8782091,28505332,7354621,20097184,3445748,8085939,1539172,31875996,32827966,8776955,35551047,26087515,32648274,11684362,7717872,34153373,15772367,3806387,3824392,20804825,12205738,2322987,19755767,34648028,2057761,19358737,3732212,7139607,8818869,2379779,8020865",PTX065
N-Methylaniline,nephrotoxicity,2.46,1,5128205,PTX023
N-Methylolacrylamide,genotoxicity,5.34,3,"26558449,20720197,16161713",PTX008
Nadolol,hepatotoxicity,1.81,2,"23956101,20829430",PTX147
Naproxen,nephrotoxicity,1.85,26,"3975749,2281122,15198071,16335308,3812531,3358393,8540707,12774222,20677266,420591,3684403,6699841,9397997,11229266,36127547,12852704,21753897,11665868,29392089,18472996,3291741,7143649,17005625,11589252,17722712,10991954",PTX141
Niflumic acid,neurotoxicity,0.6,2,"27720918,15687375",PTX029
Okadaic acid (sodium),neurotoxicity,3.12,45,"27190248,21934130,15141105,25158248,1402905,24388784,24984170,23688530,1658510,26141124,30729451,21715663,34069531,34199615,9367995,36650687,29618699,29511968,15386942,26626486,26067888,19054278,27108544,18050734,28359686,9784284,20575555,24710687,30628698,11000492,35156515,31562916,11134617,34748253,8946962,21945003,24484683,23415789,23588117,31834143,30003918,26433376,22749976,35577138,28583171",
Omeprazole,genotoxicity,1.17,36,"29656158,1969996,1717845,2038267,2209289,33476036,1702519,7917071,32308801,1968609,8432480,1968122,2022153,1860629,15119530,2093011,9846994,1518411,2093013,8379045,1968153,2093012,7901734,1795642,2093014,1347330,2038270,1380115,12235919,2093015,16020200,15962942,18325085,21766833,22249086,19498009",PTX179
Pamidronic acid,nephrotoxicity,3.54,41,"16613662,1980383,12778436,7873459,11373339,8706358,8453860,23690408,18325729,14964460,1818767,18685574,21146122,12087588,20865462,11721169,21531328,15008469,12855610,15957551,19570737,23073123,15459427,22532777,17068390,17062710,18728841,15966562,16034900,22336790,17311345,16637795,18231649,17404782,12787420,21063408,15490380,18240669,22627092,16986348,19337444",PTX202
Penconazole,neurotoxicity,4.23,3,"32427060,32892009,34392569",PTX178
Pentachlorophenol,genotoxicity,3.94,57,"11719101,18616954,1698568,25266636,11815249,21903177,25243916,32036526,12851116,12376906,21292364,17185266,18951944,21782742,8896714,22125591,6400924,15207384,10754264,7586180,29596660,16169061,9233372,8157216,10708980,12547631,11849736,1987456,1879408,10696769,11342246,15921213,23427611,16697250,26198647,33527244,16398121,19408893,24586814,21924276,11170506,31046239,30874336,12068974,9485541,21893342,8318762,32854525,11512281,15506208,25244865,1530660,19484729,1328623,16904934,8330339,25608107",PTX232
Pentamidine,nephrotoxicity,3.62,33,"12888599,1341455,3260759,1858610,9142782,1960124,1589716,2773964,2374531,3878136,294951,30711257,2190597,2784286,1087960,8504275,4022063,3485027,35217992,25455769,15614453,31242231,3552596,1018718,30652793,7576325,1461227,1763529,31751563,2662725,20368397,8442906,30913526",PTX186
Perfluorohexanoic acid,genotoxicity,4.33,4,"20451658,30326792,19632293,23391484",PTX227
Perfluorooctanoic acid,immunotoxicity,6.95,53,"21075133,36565765,34517056,20954796,28521193,18470313,26084549,17369199,29689536,24459700,29405365,25108893,30482935,32867820,11597582,22109712,24361923,22322153,25212589,34888925,31726523,33727078,34780734,36592905,32227269,32086066,33773150,22732150,33033332,31904477,33871176,27608427,24284791,23639742,18802816,36129398,23597293,24486970,25056757,23137609,20816993,26761418,21397682,22030285,25350410,24503008,32717646,17558808,32916415,17519394,25812627,21677784,36326898",PTX082
Phenacetin,nephrotoxicity,4.03,50,"22069672,6776978,1003266,383123,362034,23142791,35316804,5590333,713267,1085402,14592552,2861741,9206904,4891810,1070998,4718465,13879809,14021610,20542992,6335023,5027599,10352210,5371434,14273384,4009405,1139519,13959839,5128205,10991954,14124684,31059688,6827393,1256009,4630987,4381370,9740150,8669433,372894,7294057,1203171,11115060,9413921,17722712,5024424,4638851,1949909,10570112,10375954,4199399,1070995",PTX187
Phenylhydrazine,genotoxicity,1.03,4,"25109648,17116417,31323261,16755074",
Picoxystrobin,genotoxicity,5.49,2,"34642769,29653384",PTX044
Pregnenolone,neurotoxicity,1.29,17,"9593594,16474421,11513329,22386322,17651807,11358277,16099910,22357341,21623958,36030852,18728806,11599298,24333475,12437582,15932592,15943860,11131176",PTX030
Prochloraz,hepatotoxicity,5.27,31,"32194361,34273450,28058446,14696403,16385878,17198069,10523717,16787304,26358138,15249574,1547881,19139440,16181388,1670585,9829853,18086586,17501757,16258331,18513148,18620949,15254058,10882328,15566014,16845333,17674307,10673309,20163031,30541322,16251814,22694288,22530578",PTX134
Progesterone,genotoxicity,-1.14,54,"20976056,14630087,15958727,22008149,9465929,19958772,18089588,16614711,16999191,12802459,12694747,18087587,12044055,21461292,19297977,12469887,15319301,15970648,21768606,18440200,20422012,17113977,22279418,36450315,12790774,34396966,19139166,21457773,15618652,16254629,15176218,21931721,19379515,12636089,17372988,10793073,23079530,29574012,11861049,18416131,17185266,11423341,19321813,22272031,21388551,18069048,14577831,22272032,9804880,19527773,15955237,12763516,21755673,17909072",PTX109
Propiconazole,hepatotoxicity,5.46,5,"16730040,31506785,34273450,32194361,30458266",PTX174
Propofol,neurotoxicity,2.35,142,"27665772,32729158,33534059,33833500,27571870,31998977,33641936,11991087,25169248,29578002,25980792,23085784,14507571,24827783,26769714,32585369,31187143,26290263,22367221,27189477,21266982,33450329,20599831,33633281,12505946,30377113,34551470,24704589,23533251,33032457,36010580,23168206,23422796,33928466,27026302,24705982,12921640,25030857,15329595,24121215,22510328,30006294,26254736,30522553,15554749,25577171,17312200,30242182,31923456,10917363,27756568,25431245,22069482,31108401,36854650,17004957,35338452,25844953,32506974,25121774,28622174,28540664,16506356,32031069,28676256,28959036,31625677,33970453,30415279,31190345,28435999,27771906,30143847,34990302,9040496,26352374,35337381,35799645,31257496,33411226,17079633,27126009,26572916,28465226,31520398,21431057,23722059,20306169,36640868,31516040,17277955,17653128,32370715,30636740,20714114,18812886,29127491,34014489,21466608,31419478,32151384,31257533,22496799,30858081,31578707,24950164,15525614,11209938,27121046,33301785,33079886,34418347,29576115,26103940,35984772,30858699,22198221,23295901,33932098,26317567,21409350,17079631,34216363,29679758,28869449,24912155,30261491,30536350,11973195,27551735,32375631,20060673,24686045,36646180,10072006,7528074,31656124,21824061,24398942,20819374,36519610,35473893",PTX021
Prothioconazole,hepatotoxicity,7.23,2,"34955176,34762875",PTX169
Puromycin aminonucleoside,nephrotoxicity,5.04,36,"7423117,7033808,32560242,19357181,3976843,13677671,3449640,1453496,9027795,31906131,6617610,20438795,12411747,10612292,6238207,2769936,7310828,6164035,2881769,6170900,501213,3653576,14157624,15805072,13665136,2386429,8864728,9483218,30698047,1082531,12402553,16723111,9249785,2362400,28904298,9013123",
Raloxifene hydrochloride,genotoxicity,1.09,13,"22223434,24598415,33194937,21600284,11896754,20824696,15962942,17489582,16019385,20073065,14755680,16780365,11323158",PTX124
Retinoic acid,neurotoxicity,1.33,79,"31910702,19384566,34519134,30980846,34134554,36805303,26497914,24388784,21865574,23590859,34627992,8533998,23903816,24647975,8929002,24047522,22606332,11595692,29408665,35896708,22204138,16721663,7643087,20303946,24269733,12652617,19446249,28063149,16769228,22613348,25683350,27646116,21354195,30593950,34837756,20709413,16251142,26498558,25108670,14966841,12684655,29934755,15473989,19726747,18599177,36198224,33417974,33028897,21351631,24213001,23770249,26364587,8052659,19466606,26856696,15602748,28470528,19476547,32827867,29428877,19056420,9131769,17350151,26724834,9703895,11592119,31037648,23597229,27053772,17596541,15353594,28209268,28385489,29618699,24101030,23884514,28155214,28470517,20865013",PTX083
Rosiglitazone,hepatotoxicity,4.48,75,"11452222,17031537,10707562,28069987,22931300,25727309,17192324,32084649,12847298,20829430,15929763,26394869,11994904,16797489,10691158,24890090,11921434,25900064,28369597,16313739,19623674,12399155,23014847,17078099,23956101,10707559,10821295,19631733,12141828,11994902,17126857,36654285,11560198,20623750,12879989,10707565,11213884,10768088,14553864,23377618,30220602,23432662,12596249,22741802,31041755,27866976,12725705,11978674,34607170,14562008,11525086,18788755,24489787,14977862,18397974,25663337,21175036,11467345,24085192,12173692,20553011,17189867,19859078,16918252,24534255,11735645,25255433,11494746,10400405,10644272,19632256,10954962,11921435,23789962,20843939",PTX185
Rotenone,neurotoxicity,5.6,282,"33578261,21884756,21798348,24831121,27535828,29482730,25502462,12867501,31868679,29128798,31658620,30094708,32668327,28029694,20575555,33300458,34286456,18804145,34986781,29350822,24228605,11826108,21742033,21996316,33512557,26859572,8815895,31368148,19278021,31063918,30056439,29649621,33046555,34822863,25601988,35134991,20371261,21706374,15795934,20596942,30081046,20546814,30949504,21212524,29360531,29428530,24810058,17560718,11295535,26408940,31916219,21295135,23714208,22955255,27271125,35760232,26770656,23198691,34973289,24998649,8403080,17481595,33573588,19580850,24502982,33268010,25304210,12941575,29807225,18452993,32123301,20371768,32196446,24451142,19384599,20887868,26446018,35239141,27553905,33297076,31251943,22223485,25496994,30076829,17687034,32657027,21799745,14663204,30605763,16837559,15371739,7796871,32178731,35040040,26454081,23446007,32147532,35964655,20637638,27126806,19656010,15904944,32189544,30468635,15934940,28627367,26156288,28145852,15114628,23357603,25078626,27688248,28137648,24923464,28420370,34182063,22717662,23098804,26033662,23544381,25687767,26089639,33144179,27316720,24315037,30059366,12210849,31688419,18619942,23973294,32937854,28659545,18850458,33920556,19744517,26919046,19558709,34802529,32870474,17562359,30898986,31811588,27671228,16141438,25446361,19681169,36142718,33212211,11829420,29675576,21219333,33515431,28283350,7666176,23605682,32830361,26933043,32886342,22521663,27572322,30242625,16819171,3486869,23353925,18538940,17705834,27317300,26363201,9593899,28332229,22319455,31436914,31800394,29196028,31606537,15659109,25428620,34229355,34531546,30509033,21238542,15451049,33429354,9125443,23238465,26321151,23567316,28962525,33893220,22659498,32977283,21402100,26705857,23670202,29458170,19375462,17877636,27615060,30934738,36308588,28245986,26864693,18615648,2788714,17459145,30240821,1283403,28654077,10969076,32825242,15258850,24002177,16874299,29972689,27133439,17047462,32369990,29095437,23441691,15223368,24374334,33268678,34751984,2687018,19416678,26504373,35023303,21435374,26826319,35337893,17442543,36079767,19616571,17900545,18082360,25192195,31214956,23868340,16725203,16115719,19012619,25263579,19644772,22521218,32949729,27937035,8224447,18440709,29881944,24142350,23593274,3912685,35919817,30304707,26545714,8736490,30328585,31923580,32488468,20634262,18028910,35804280,12598611,26203556,34105899,20041858,35328430,18848925,14515342,16874753,32937168,20211259,16004991,25937598,23789887,24205431,33171641,33871813,33176317,32005664,34988886,32207092",PTX070
Sodium arsenite,genotoxicity,4.95,95,"36707815,31350662,25725132,16014739,17305403,20049126,2050385,31771500,17999076,19758587,8013477,18836437,17574654,31846182,21761924,23175888,17704828,24218229,19010883,26581878,15833855,17479409,20980392,9891475,11319142,3883155,2125330,24459905,20043101,25199681,11406831,25078984,21704725,29502740,19303893,12489113,17906315,29736388,15199550,17107663,25048924,30430156,10224332,10095130,34510228,17567589,29603397,25907674,9219566,11673070,17045307,18585952,17241646,23396744,19874834,20593964,16406784,15756686,24004876,9643588,25458504,3753897,26212309,1821373,19580012,25270620,17725528,33141059,9231701,24803666,11172004,23994116,15715508,7607183,23727334,11813296,9415893,26443841,11807808,21911475,19595751,16322246,29308674,28777671,31256308,12112384,30130555,22003191,25344162,28472378,22094290,16764896,6897125,15123788,16384727",PTX006
Sorafenib,cardiotoxicity,3.89,57,"21998323,27417336,19915982,32629158,25370841,37069550,20014944,28977680,30410662,21146409,19632769,20139170,24037637,25283887,36385736,30543051,21385075,19379636,35216404,24953672,22687270,35710779,24718482,31483925,32505666,31078528,19323623,23344105,36209947,25967143,17993633,25386814,29593308,36370523,20616376,21584715,29051215,17457301,28795750,18838713,24755097,18664550,35944026,35724508,22843568,19734999,20007921,21747745,21637324,20950441,35830948,20832415,22325452,20045709,22615792,21177772,29258954",PTX144
Spironolactone,nephrotoxicity,1.65,33,"1203891,11776407,3030332,11868798,16530908,30739121,23425330,25500744,36342062,18424460,16524053,18261605,12589175,15245572,16723030,16835406,29724188,15998842,1841039,17429034,135142,27088859,29043663,2856270,12472767,15195226,19830166,19543484,23548433,22996075,18763247,18569919,36127547",PTX110
Streptozotocin,nephrotoxicity,2.51,79,"6152975,28333074,2827466,22754938,6228218,11394539,23600734,22577153,6459845,26279284,32246071,16125744,16877231,9353851,6175410,34703210,23940028,3156984,3157661,7563008,25233093,33775493,6281169,147131,12614280,2145659,6231704,16820998,6253557,6238136,211064,6225508,142579,6458222,12506483,93982,2945250,2937179,26054577,29080465,27362760,137110,33751987,33691614,8571402,16110119,186169,9590574,2528928,28593900,6459048,7624867,2934124,15379782,34508753,1333517,4334090,21917592,148344,6282110,21356321,135666,35411926,8545838,28595079,125667,1830020,27677911,9277811,6252466,24971322,32114524,26122701,3034373,9293757,22701621,23594260,163965,30880978",
Sulfadiazine,nephrotoxicity,0.89,9,"19443125,16327720,22460395,8699959,21860787,16646986,2241449,12811231,10939760",PTX200
Sulfamethoxazole,nephrotoxicity,1.38,22,"21832843,6615092,3260759,22112365,6983502,6143932,7149348,36127547,798432,26093134,382938,9562233,16646986,2426515,3913771,6349046,3266713,6976491,7003703,85078,3283401,7369247",PTX181
Sulisobenzone,genotoxicity,3.36,1,27521641,PTX223
Tamoxifen,genotoxicity,2.21,141,"25087944,14678348,12605559,15962942,15928012,10725117,20413717,12907611,7582865,11358807,10383884,7748182,9045321,8358718,22064363,15938631,22525435,31808011,11453736,10069467,30782572,9226561,10910945,9165506,10190564,24501327,9816318,9232614,19505894,11353759,15123783,11790452,26348897,10529013,9934863,10471400,24598415,16299164,12870885,8200088,12376486,8603387,18346046,11896754,12641436,10027792,11320145,26025911,11375888,24646375,20839230,17219426,11377238,11396362,21787679,9842987,9364005,22223434,20824696,11470763,7835756,15041081,15691878,8666340,11270620,21494837,12378953,12971802,27357940,8519528,16971543,8293548,15924439,11383455,7600530,9108603,9045320,22096084,8424814,24494825,7923188,17593413,1473224,21395526,8684400,15756272,15892583,23907062,10753217,10649966,12419845,24317225,10572559,10845810,9548808,9498238,31146160,31028190,8200077,8033108,9556786,12904141,11743747,19166339,12840114,9493978,8597049,15606132,30449703,12769667,20073065,33194937,16329150,21600284,17178195,12957661,18502016,11323158,15237851,23540282,12971796,31376569,25123088,9067554,8548777,15769636,16632870,23090636,16099924,14522927,9113085,10409405,8761427,8706011,7697811,8055624,15265972,15144227,15701888,7728943,7834623",PTX058
Tebuconazole,genotoxicity,4.02,13,"33838701,21637552,23632246,36754225,33578099,30025356,25230876,24007485,32798748,32006631,31464141,30659299,33228835",PTX079
Tefluthrin,cardiotoxicity,5.29,1,15980056,
